id,price
502,29.66
503,22.37
504,16.23
505,27.77
506,18.58
507,19.42
508,19.55
509,18.91
510,19.14
511,20.4
512,14.57
513,16.39
514,17.6
515,19.35
516,19.95
517,20.59
518,12.54
519,21.94
520,23.93
521,18.19
522,28.34
523,10.23
524,23.86
525,35.18
526,17.14
527,9.15
528,18.63
529,23.51
530,12.49
531,17.9
532,12.36
533,12.1
534,11.03
535,19.33
536,30.43
537,14.35
538,20.06
539,19.13
540,22.43
541,20.32
542,14.71
543,20.47
544,18.0
545,15.85
546,19.71
547,14.92
548,25.55
549,15.86
550,13.33
551,30.78
552,25.0
553,13.19
554,11.82
555,19.12
556,19.99
557,9.79
558,12.33
559,18.05
560,19.91
561,32.44
562,13.93
563,12.17
564,21.64
565,8.13
566,23.32
567,16.55
568,21.86
569,16.47
570,19.95
571,17.66
572,25.25
573,22.15
574,24.27
575,18.07
576,28.03
577,16.06
578,20.53
579,15.81
580,19.37
581,20.61
582,16.54
583,18.83
584,38.42
585,20.91
586,22.85
587,17.68
588,9.68
589,19.23
590,15.04
591,16.88
592,23.4
593,9.0
594,22.92
595,18.97
596,18.47
597,16.84
598,25.32
599,20.98
600,17.84
601,13.99
602,14.62
603,23.0
604,19.81
605,20.73
606,14.91
607,22.92
608,21.6
609,16.69
610,12.75
611,18.3
612,18.33
613,15.83
614,13.39
615,18.15
616,30.16
617,8.61
618,17.55
619,11.3
620,24.39
621,11.24
622,17.27
623,15.3
624,15.24
625,26.9
626,5.84
627,16.56
628,26.97
629,29.9
630,15.47
631,12.26
632,26.97
633,18.23
634,18.63
635,19.2
636,19.97
637,23.06
638,12.73
639,9.97
640,12.55
641,36.69
642,13.77
643,19.52
644,16.74
645,31.29
646,15.61
647,18.57
648,15.94
649,18.77
650,25.31
651,24.48
652,24.37
653,11.8
654,14.35
655,24.01
656,17.95
657,28.85
658,20.9
659,10.14
660,24.07
661,16.13
662,24.65
663,12.33
664,31.2
665,23.08
666,22.76
667,11.2
668,27.81
669,28.35
670,18.89
671,23.21
672,12.31
673,12.67
674,27.37
675,17.38
676,21.78
677,34.89
678,17.24
679,15.83
680,19.32
681,13.17
682,25.87
683,15.9
684,16.08
685,16.3
686,26.62
687,17.88
688,22.3
689,18.01
690,29.13
691,17.55
692,31.91
693,23.8
694,13.42
695,11.4
696,23.61
697,16.83
698,33.81
699,31.73
700,19.47
701,20.97
702,13.51
703,23.26
704,28.48
705,26.27
706,14.13
707,20.02
708,13.5
709,14.99
710,23.3
711,15.58
712,17.27
713,20.76
714,16.68
715,14.03
716,28.37
717,17.75
718,18.99
719,12.53
720,16.07
721,23.13
722,16.59
723,19.11
724,25.14
725,17.95
726,18.58
727,21.29
728,27.03
729,11.56
730,15.18
731,23.54
732,31.13
733,18.24
734,32.34
735,15.06
736,22.45
737,17.56
738,12.24
739,10.07
740,22.17
741,30.62
742,22.22
743,21.53
744,21.09
745,17.53
746,26.2
747,15.58
748,35.91
749,14.51
750,20.07
751,21.99
752,15.24
753,14.95
754,26.97
755,31.38
756,15.46
757,21.66
758,26.28
759,25.18
760,19.72
761,17.16
762,18.36
763,30.51
764,24.1
765,32.57
766,18.72
767,16.94
768,20.69
769,26.7
770,20.19
771,23.4
772,18.96
773,17.81
774,25.54
775,23.59
776,24.31
777,16.88
778,25.81
779,30.26
780,17.93
781,11.98
782,15.99
783,11.54
784,16.19
785,20.69
786,19.59
787,16.76
788,25.05
789,17.17
790,19.21
791,13.86
792,21.37
793,21.67
794,34.7
795,18.53
796,15.52
797,9.71
798,34.56
799,19.15
800,29.94
801,28.41
802,11.36
803,20.42
804,19.45
805,14.7
806,20.87
807,19.58
808,27.06
809,29.16
810,10.43
811,15.68
812,16.74
813,24.33
814,22.74
815,25.43
816,18.63
817,18.54
818,22.15
819,30.57
820,12.96
821,18.94
822,18.95
823,28.99
824,23.17
825,19.94
826,28.89
827,19.23
828,17.66
829,22.0
830,22.49
831,27.22
832,13.49
833,17.41
834,11.51
835,15.73
836,29.73
837,17.35
838,16.16
839,32.46
840,16.78
841,8.25
842,17.6
843,8.3
844,18.15
845,26.72
846,16.29
847,24.63
848,17.46
849,20.97
850,13.26
851,16.95
852,22.95
853,23.38
854,28.08
855,20.68
856,27.94
857,21.37
858,23.18
859,19.94
860,14.41
861,18.74
862,16.92
863,11.78
864,24.18
865,15.26
866,16.94
867,17.42
868,19.34
869,31.35
870,19.0
871,14.02
872,20.28
873,23.5
874,22.7
875,18.65
876,19.13
877,18.07
878,20.28
879,21.32
880,22.05
881,25.02
882,20.06
883,16.61
884,20.61
885,15.28
886,23.6
887,22.68
888,17.96
889,13.73
890,28.69
891,11.92
892,29.41
893,23.98
894,15.27
895,25.51
896,20.7
897,35.71
898,28.85
899,32.16
900,23.79
901,13.07
902,27.51
903,10.9
904,20.82
905,21.42
906,25.43
907,24.58
908,19.78
909,17.99
910,16.48
911,20.1
912,25.31
913,15.33
914,9.78
915,11.45
916,21.13
917,28.16
918,15.46
919,26.33
920,20.33
921,15.19
922,28.92
923,30.42
924,19.71
925,21.44
926,13.22
927,7.9
928,14.1
929,13.62
930,13.01
931,17.53
932,13.06
933,18.9
934,13.65
935,13.87
936,14.56
937,11.62
938,17.32
939,12.02
940,25.45
941,21.78
942,24.6
943,11.88
944,21.16
945,27.61
946,11.67
947,10.61
948,23.75
949,33.66
950,23.25
951,11.38
952,18.14
953,23.19
954,24.93
955,23.05
956,18.48
957,16.38
958,21.4
959,25.71
960,19.96
961,10.65
962,26.01
963,11.84
964,27.56
965,10.12
966,19.71
967,17.73
968,15.41
969,24.31
970,13.03
971,13.21
972,14.02
973,18.56
974,9.15
975,8.85
976,29.55
977,10.59
978,23.29
979,27.55
980,19.58
981,21.89
982,12.74
983,19.03
984,26.49
985,20.58
986,25.88
987,16.1
988,19.36
989,21.93
990,26.74
991,16.14
992,21.12
993,12.7
994,19.57
995,9.65
996,25.96
997,13.33
998,28.02
999,18.86
