id,customer_id,product_id,delivery_country
504,849,764,India
504,849,594,India
505,1796,488,Madagascar
505,1796,439,Madagascar
506,1907,34,Denmark
506,1907,753,China
507,1050,367,USA
507,1050,818,USA
508,1601,152,Slovenia
509,1784,820,Cameroon
510,943,383,Japan
511,459,900,Russia
512,1313,247,Italy
512,1313,358,Italy
513,162,317,Spain
513,162,527,Spain
514,1922,717,Slovenia
514,1922,949,China
514,1922,742,China
514,1922,40,China
517,153,79,Spain
517,153,240,Germany
517,153,357,Egypt
518,851,319,China
518,851,570,Iceland
518,851,931,China
518,851,140,Malawi
519,553,713,United Arab Emirates
519,553,351,United Arab Emirates
520,1447,499,Serbia
520,1447,924,Serbia
520,1447,552,Serbia
521,1542,935,Russia
521,1542,115,Russia
521,1542,103,Russia
522,160,849,Spain
522,160,865,Spain
522,160,455,Spain
522,160,605,Spain
523,587,373,Oman
524,737,577,Ghana
524,737,91,Ghana
525,886,1,China
525,886,828,Jordan
525,886,697,China
525,886,92,China
526,470,77,Russia
526,470,763,Estonia
528,1222,475,Spain
528,1222,82,Spain
529,1067,683,Canada
529,1067,863,Canada
530,587,584,Oman
530,587,445,Oman
530,587,824,Oman
530,587,449,Oman
531,1444,784,Sweden
531,1444,987,Croatia
532,1343,584,Italy
533,365,227,Hungry
533,365,207,Ivory Coast
534,851,50,China
534,851,522,Egypt
534,851,173,China
535,1460,39,Sweden
536,428,985,Sweden
536,428,986,Sweden
537,258,764,Italy
538,1907,936,China
538,1907,36,China
539,516,268,Qatar
539,516,702,Jordan
541,1939,617,China
541,1939,601,China
541,1939,486,China
541,1939,28,China
542,400,80,Sweden
542,400,405,Sweden
543,301,377,Germany
543,301,499,Germany
545,73,734,UK
545,73,771,UK
546,1051,82,Canada
546,1051,508,Canada
547,1542,153,Russia
548,1893,411,India
548,1893,228,Mexico
550,933,361,Japan
550,933,447,Japan
551,1871,583,India
552,153,198,Spain
554,1780,770,Zimbabwe
554,1780,213,Zimbabwe
556,320,674,Germany
556,320,272,Germany
557,1278,401,Mexico
557,1278,471,Mexico
558,1903,570,China
558,1903,611,China
558,1903,620,Tunisia
558,1903,758,China
559,1540,133,Russia
559,1540,551,Russia
560,1426,761,Ukraine
560,1426,991,Ukraine
561,73,530,UK
562,6,916,Ukraine
562,6,11,USA
562,6,643,USA
563,580,523,Bahrain
564,1782,760,Djibouti
565,1535,466,Russia
565,1535,134,Russia
565,1535,643,Russia
566,1174,608,France
567,1946,989,China
567,1946,249,China
568,371,434,Czech Republic
569,576,893,Germany
569,576,430,Oman
570,1380,150,Canada
571,1336,845,Italy
571,1336,872,Italy
571,1336,40,Russia
572,1694,926,Egypt
572,1694,583,Egypt
572,1694,898,Egypt
572,1694,476,Egypt
572,1694,750,Egypt
573,327,262,Germany
573,327,786,Germany
573,327,382,Poland
574,1421,793,Georgia
574,1421,353,Georgia
574,1421,963,Georgia
575,1858,298,Rwanda
575,1858,231,Montenegro
575,1858,17,India
575,1858,680,India
575,1858,865,India
576,1365,871,Lebanon
577,859,78,China
577,859,32,Guinea
578,706,432,Djibouti
578,706,849,Senegal
579,725,957,South Africa
579,725,931,South Africa
579,725,824,South Africa
580,1425,710,Belarus
580,1425,564,Belarus
580,1425,333,Belarus
581,1353,201,Germany
581,1353,503,Germany
581,1353,784,Germany
582,22,478,Nigeria
583,41,231,Canada
583,41,963,Canada
583,41,514,Canada
584,73,834,UK
586,1460,17,Sweden
586,1460,784,Sweden
586,1460,548,Albania
587,1406,268,Hungry
587,1406,458,Kenya
587,1406,521,Hungry
588,730,701,Eritrea
588,730,104,Austria
588,730,742,Cameroon
588,730,502,Macedonia
589,1553,457,Moldova
589,1553,836,Turkey
589,1553,520,Turkey
590,707,747,Gabon
590,707,937,Gabon
590,707,536,Cameroon
592,1912,678,Zimbabwe
592,1912,762,Israel
593,710,839,South Korea
593,710,701,Mauritius
593,710,825,Mauritius
594,1885,934,Egypt
594,1885,313,India
595,672,165,Israel
595,672,950,Israel
596,610,343,Egypt
597,1946,624,Ivory Coast
598,1877,462,India
598,1877,891,China
599,1380,194,Germany
599,1380,265,Germany
600,861,611,China
600,861,813,China
601,660,32,Israel
602,724,828,Rwanda
602,724,372,Mali
602,724,586,Mali
603,962,478,South Korea
604,516,259,Turkey
604,516,777,Turkey
605,1176,591,Montenegro
605,1176,628,France
606,2027,846,South Korea
608,22,338,USA
608,22,866,USA
608,22,525,Poland
608,22,951,USA
609,1069,96,Lesotho
611,1425,712,Belarus
611,1425,91,Belarus
612,726,596,Benin
612,726,522,Norway
612,726,815,Benin
613,266,853,Japan
613,266,910,Niger
613,266,711,Italy
613,266,286,Italy
613,266,135,Italy
613,266,455,Italy
614,1673,753,Egypt
614,1673,612,Egypt
617,706,368,Djibouti
617,706,371,Djibouti
618,1416,300,Slovakia
618,1416,521,Slovakia
618,1416,160,Slovakia
619,906,470,Japan
619,906,663,Ivory Coast
619,906,284,Japan
621,1419,203,Slovenia
622,6,399,USA
622,6,840,USA
622,6,794,USA
622,6,858,Tunisia
622,6,363,USA
622,6,707,USA
623,1190,485,France
623,1190,254,France
624,1370,882,Germany
626,921,899,Japan
626,921,243,Japan
627,417,585,Iceland
628,1863,448,Mauritius
629,726,341,Belarus
631,555,770,Lebanon
631,555,420,Malawi
631,555,191,Lebanon
631,555,620,Norway
632,522,585,Turkey
633,194,590,China
633,194,671,Spain
633,194,193,Spain
633,194,490,Spain
